Player,Team,Pos,G,MP,PTS,AST,ORB,DRB,TRB,STL,BLK,TOV,PF,FG%,3P,3PA,3P%,eFG%,PER,TS%,USG%,OBPM,DBPM,BPM,VORP,Salary,PTS_36,AST_36,DRB_36,ORB_36,STL_36,BLK_36,TOV_36,PF_36,Per36Impact,Impact_Score,Is_Combined_Team_Row,Value,Value_Score,Impact_Rank,Value_Rank,PLAYER_ID,HeadshotURL
Kam Jones,IND,SG,37.0,16.6,4.4,3.2,0.4,1.2,1.6,0.5,0.0,1.0,1.1,0.402,0.6,2.0,0.293,0.467,8.2,0.47,14.4,-4.2,-1.9,-6.2,-0.6,1272870.0,9.542168674698797,6.939759036144578,2.602409638554217,0.8674698795180722,1.0843373493975903,0.0,2.1686746987951806,2.385542168674699,28.50722891566265,19.68206878915663,False,0.0174453111547168,17.445311154716805,375.0,126.0,1642880.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642880.png
Gary Trent Jr.,MIL,SG,65.0,21.2,8.1,1.2,0.1,0.9,1.0,0.5,0.0,0.6,1.3,0.387,1.9,5.3,0.36,0.517,8.0,0.533,17.2,-3.2,-2.2,-5.4,-1.2,3697105.0,13.754716981132074,2.037735849056604,1.528301886792453,0.169811320754717,0.8490566037735849,0.0,1.018867924528302,2.207547169811321,25.488679245283016,18.815573742452827,False,0.0097855800342102,9.785580034210216,376.0,309.0,1629018.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629018.png
Spencer Jones,DEN,SF,64.0,22.1,5.5,0.8,1.2,2.1,3.3,0.8,0.5,0.5,2.7,0.504,0.9,2.3,0.396,0.613,9.3,0.619,9.7,-2.4,0.0,-2.4,-0.1,623967.0,8.959276018099546,1.3031674208144794,3.420814479638009,1.9547511312217192,1.3031674208144794,0.8144796380090498,0.8144796380090498,4.398190045248868,21.933936651583718,18.30867424004525,False,0.0231780068405973,23.17800684059734,377.0,67.0,1642461.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642461.png
Micah Peavy,NOP,SG,61.0,15.0,4.3,1.0,0.8,1.2,1.9,0.7,0.1,0.3,1.6,0.385,0.5,1.8,0.259,0.436,8.3,0.455,14.0,-4.4,-0.8,-5.2,-0.7,1272870.0,10.32,2.4,2.88,1.92,1.6799999999999995,0.24,0.72,3.84,25.512000000000008,17.804162100000006,False,0.0157808181147417,15.780818114741756,378.0,157.0,1642877.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642877.png
Christian Koloko,3TM,C,27.0,13.2,2.7,0.7,1.1,1.9,3.0,0.5,0.9,0.6,1.8,0.419,0.0,0.3,0.111,0.426,8.8,0.453,11.3,-5.9,1.2,-4.7,-0.2,263940.0,7.363636363636364,1.9090909090909087,5.181818181818183,3.0000000000000004,1.3636363636363638,2.454545454545455,1.6363636363636365,4.90909090909091,24.790909090909093,17.139971256818182,True,0.0333624152149593,33.362415214959306,379.0,17.0,1631132.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631132.png
Sidy Cissoko,POR,SF,75.0,19.1,5.1,1.5,0.8,1.4,2.2,0.7,0.3,0.9,2.4,0.398,0.8,2.6,0.298,0.487,7.1,0.514,12.5,-4.6,0.5,-4.0,-0.7,686243.0,9.612565445026176,2.8272251308900525,2.638743455497382,1.5078534031413613,1.319371727748691,0.5654450261780104,1.6963350785340312,4.523560209424083,22.627225130890054,16.54029852094241,False,0.0199666120517445,19.966612051744548,380.0,97.0,1631321.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1631321.png
Gary Harris,MIL,SG,48.0,13.8,2.7,1.1,0.3,0.9,1.3,0.6,0.2,0.4,1.1,0.442,0.6,1.4,0.412,0.577,8.0,0.593,8.5,-3.2,0.7,-2.5,-0.1,3634153.0,7.043478260869565,2.8695652173913047,2.347826086956521,0.7826086956521738,1.5652173913043477,0.5217391304347826,1.0434782608695652,2.8695652173913047,19.513043478260865,15.375002217391298,False,0.0080651710653745,8.065171065374587,381.0,352.0,203914.0,https://cdn.nba.com/headshots/nba/latest/1040x760/203914.png
Drake Powell,BRK,SG,63.0,21.0,6.5,1.4,0.3,1.4,1.8,0.6,0.2,1.0,1.4,0.402,0.8,2.9,0.28,0.473,7.3,0.521,14.9,-4.6,-1.3,-6.0,-1.3,3372240.0,11.142857142857142,2.4,2.4,0.5142857142857142,1.0285714285714285,0.3428571428571428,1.7142857142857142,2.4,23.25428571428571,15.083770129285714,False,0.0082139237611255,8.213923761125507,382.0,351.0,1642962.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1642962.png
Gabe Vincent,2TM,PG,53.0,16.6,4.4,1.4,0.3,0.7,1.0,0.5,0.1,0.5,1.5,0.352,1.1,3.3,0.341,0.488,6.5,0.511,12.3,-3.8,-0.5,-4.3,-0.5,11500000.0,9.542168674698797,3.036144578313253,1.5180722891566265,0.6506024096385542,1.0843373493975903,0.216867469879518,1.0843373493975903,3.2530120481927707,21.19879518072289,14.748811079819273,True,0.0043491871131351,4.349187113135149,383.0,383.0,1629216.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1629216.png
Maxi Kleber,LAL,PF,43.0,10.7,2.0,0.6,0.8,1.1,2.0,0.4,0.3,0.4,1.4,0.452,0.1,0.6,0.231,0.493,8.1,0.509,9.6,-4.2,0.3,-3.9,-0.2,11000000.0,6.728971962616823,2.0186915887850465,3.7009345794392527,2.6915887850467293,1.3457943925233646,1.0093457943925233,1.3457943925233646,4.710280373831775,20.472897196261684,14.045121328037382,False,0.0042347634163743,4.234763416374376,384.0,384.0,1628467.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1628467.png
Dorian Finney-Smith,HOU,PF,37.0,16.8,3.3,1.0,0.9,1.6,2.5,0.4,0.2,0.6,1.6,0.333,0.7,2.7,0.27,0.436,5.8,0.452,10.7,-4.3,-0.1,-4.3,-0.4,12700000.0,7.07142857142857,2.142857142857143,3.4285714285714284,1.9285714285714284,0.8571428571428571,0.4285714285714285,1.2857142857142856,3.4285714285714284,19.36071428571428,12.169070217857142,False,0.0034147234467647,3.414723446764738,385.0,385.0,1627827.0,https://cdn.nba.com/headshots/nba/latest/1040x760/1627827.png
